id,type,owner,architecture
allenai/Llama-3.1-Tulu-3-70B-SFT,finetuned,allenai,llama
Saxo/Linkbricks-Horizon-AI-Japanese-Superb-V4-70B,finetuned,Saxo,llama
Daemontatox/Llama3.3-70B-CogniLink,base,Daemontatox,unknown
mradermacher/Magiq-Logic-0-i1-GGUF,quantized,mradermacher,unknown
bartowski/miniclaus-qw1.5B-UNAMGS-GGUF,quantized,bartowski,unknown
ReadyArt/Amoral-Fallen-Omega-Gemma3-12B,base,ReadyArt,unknown
TheBloke/TinyLlama-1.1B-Chat-v0.3-AWQ,quantized,TheBloke,llama
google/gemma-2-2b,base,google,unknown
unsloth/DeepSeek-R1-0528-GGUF,quantized,unsloth,deepseek_v3
Sharathhebbar24/chat_gpt2_dpo,base,Sharathhebbar24,unknown
bartowski/QwQ-Unofficial-14B-Math-v0.2-GGUF,quantized,bartowski,unknown
mwitiderrick/open_llama_3b_code_instruct_0.1,finetuned,mwitiderrick,llama
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,base,deepseek-ai,unknown
Qwen/Qwen2.5-Coder-1.5B-Instruct-AWQ,quantized,Qwen,qwen2
unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,quantized,unsloth,qwen2
lmstudio-community/EXAONE-Deep-7.8B-GGUF,quantized,lmstudio-community,unknown
TheBloke/Llama-2-7B-Chat-GPTQ,quantized,TheBloke,llama
bartowski/Tesslate_Tessa-T1-7B-GGUF,quantized,bartowski,unknown
BioMistral/BioMistral-7B-SLERP,merged,BioMistral,mistral
Vikhrmodels/QVikhr-3-1.7B-Instruction-noreasoning,finetuned,Vikhrmodels,qwen3
allenai/Llama-3.1-Tulu-3-8B-SFT,finetuned,allenai,llama
lmstudio-community/Qwen2.5-Coder-7B-Instruct-MLX-4bit,quantized,lmstudio-community,qwen2
TroyDoesAI/BlackSheep-24B,base,TroyDoesAI,unknown
ccibeekeoc42/Llama3.1-8b-instruct-SFT-2024-11-09,base,ccibeekeoc42,unknown
flammenai/Mahou-1.5-mistral-nemo-12B,base,flammenai,unknown
keithdrexel/unsloth-llama-3.2-1b-tldr-unsloth-nobnb,finetuned,keithdrexel,llama
calcuis/deepseek-r1,quantized,calcuis,unknown
lemon07r/Gemma-2-Ataraxy-v4c-9B,base,lemon07r,unknown
Tesslate/Tessa-Rust-T1-7B,finetuned,Tesslate,qwen2
google/gemma-3-1b-pt,base,google,unknown
epfl-llm/meditron-70b,finetuned,epfl-llm,llama
unsloth/OLMo-2-0325-32B-Instruct,finetuned,unsloth,olmo2
Nitral-AI/Hathor_Fractionate-L3-8B-v.05,base,Nitral-AI,unknown
DavidAU/MN-GRAND-Gutenberg-Lyra4-Lyra-23.5B-GGUF,quantized,DavidAU,unknown
bartowski/oxy-1-small-GGUF,quantized,bartowski,unknown
cognitivecomputations/Wizard-Vicuna-30B-Uncensored,base,cognitivecomputations,llama
Nitral-AI/Captain-Eris_Violet-GRPO-v0.420,base,Nitral-AI,unknown
mistralai/Devstral-Small-2505,base,mistralai,unknown
v000000/Qwen2.5-Lumen-14B,finetuned,v000000,qwen2
prithivMLmods/Llama-Sentient-3.2-3B-Instruct,base,prithivMLmods,unknown
unsloth/r1-1776-GGUF,quantized,unsloth,deepseek_v3
Doctor-Shotgun/L3.3-70B-Magnum-Nexus-GGUF,quantized,Doctor-Shotgun,unknown
ehristoforu/coolqwen-3b-it,finetuned,ehristoforu,qwen2
Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,quantized,Infermatic,llama
Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,finetuned,Telugu-LLM-Labs,gemma
Qwen/Qwen2.5-Math-1.5B,finetuned,Qwen,qwen2
QuantFactory/Josiefied-Qwen2.5-7B-Instruct-abliterated-GGUF,quantized,QuantFactory,unknown
unsloth/Phi-4-reasoning-plus-unsloth-bnb-4bit,quantized,unsloth,phi3
allenai/OLMoE-1B-7B-0924-Instruct,finetuned,allenai,olmoe
theprint/ReWiz-Llama-3.2-3B,quantized,theprint,llama
allenai/OLMoE-1B-7B-0125-DPO,base,allenai,unknown
inceptionai/jais-family-13b,base,inceptionai,unknown
PJMixers-Dev/Granite-3.1-Earthen-v0.3-1B-A400M,base,PJMixers-Dev,unknown
QCRI/Fanar-1-9B-Instruct,finetuned,QCRI,gemma2
kaitchup/QwQ-32B-AutoRoundGPTQ-8bit,quantized,kaitchup,qwen2
ServiceNow-AI/Apriel-5B-Instruct,finetuned,ServiceNow-AI,apriel
mradermacher/medgemma-4b-it-abliterated-i1-GGUF,adapter,mradermacher,unknown
cjvt/GaMS-27B,base,cjvt,unknown
openlm-research/open_llama_3b,base,openlm-research,unknown
LeoLM/leo-hessianai-7b-chat,base,LeoLM,llama
Vikhrmodels/QVikhr-3-1.7B-Instruction-noreasoning-MLX_8bit,quantized,Vikhrmodels,qwen3
unsloth/Qwen2.5-7B-Instruct-1M,finetuned,unsloth,qwen2
anthracite-org/magnum-v3-34b,base,anthracite-org,unknown
google/gemma-3-12b-it-qat-q4_0-unquantized,base,google,unknown
Mungert/EXAONE-Deep-32B-GGUF,finetuned,Mungert,unknown
prithivMLmods/Triangulum-10B,base,prithivMLmods,unknown
second-state/Qwen2-7B-Instruct-GGUF,quantized,second-state,qwen2
unsloth/c4ai-command-a-03-2025-GGUF,quantized,unsloth,cohere2
Sakalti/SJT-0.5B,base,Sakalti,unknown
omsh97/Industry_Project_v2_b,finetuned,omsh97,mistral
lmstudio-community/phi-4-GGUF,quantized,lmstudio-community,unknown
instructlab/granite-3.0-8b-lab-community,base,instructlab,unknown
DavidAU/Gemma-The-Writer-N-Restless-Quill-V2-Enhanced32-10B-Uncensored,base,DavidAU,unknown
meta-llama/Llama-3.2-1B-Instruct,base,meta-llama,llama
Skywork/Skywork-OR1-32B-Preview,base,Skywork,unknown
second-state/Qwen2.5-1.5B-Instruct-GGUF,quantized,second-state,qwen2
bartowski/FineMath-Llama-3B-GGUF,quantized,bartowski,unknown
unsloth/gemma-3-1b-it-bnb-4bit,quantized,unsloth,gemma3_text
jc9080/llama3-open-ko-8b-Instruct-shimshimi-500-ver2,finetuned,jc9080,llama
bartowski/TQ2.5-14B-Neon-v1-GGUF,quantized,bartowski,unknown
cognitivecomputations/dolphin-2.9.2-Phi-3-Medium,finetuned,cognitivecomputations,mistral
Qwen/Qwen2.5-7B-Instruct-AWQ,quantized,Qwen,qwen2
bartowski/Deepthink-Reasoning-7B-GGUF,quantized,bartowski,unknown
Qwen/Qwen2.5-Coder-0.5B-Instruct-GPTQ-Int8,quantized,Qwen,qwen2
JackFram/llama-68m,base,JackFram,llama
ruslanmv/granite-3.1-8b-Reasoning,base,ruslanmv,unknown
tokyotech-llm/Swallow-13b-instruct-hf,base,tokyotech-llm,llama
bartowski/phi-4-GGUF,quantized,bartowski,unknown
bartowski/OpenBioLLM-Llama3-8B-GGUF,quantized,bartowski,unknown
Qwen/Qwen2.5-14B-Instruct,finetuned,Qwen,qwen2
sail/Sailor2-1B-SFT,finetuned,sail,qwen2
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,quantized,RedHatAI,mistral
tensorblock/NSFW_DPO_Noromaid-7b-Mistral-7B-Instruct-v0.1-GGUF,quantized,tensorblock,unknown
bartowski/RA_Reasoner-GGUF,quantized,bartowski,unknown
bartowski/Impish_Mind_8B-GGUF,quantized,bartowski,unknown
Goekdeniz-Guelmez/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-gguf,quantized,Goekdeniz-Guelmez,unknown
agentlans/pythia-70m-wikipedia-paragraphs,base,agentlans,unknown
MaziyarPanahi/calme-3.1-instruct-3b,finetuned,MaziyarPanahi,qwen2
Bifrost-AI/Qwen3-Bifrost-SOL-4B,base,Bifrost-AI,unknown
Qwen/Qwen2.5-32B-Instruct-GGUF,quantized,Qwen,unknown
bartowski/Qwen_QwQ-32B-GGUF,quantized,bartowski,unknown
QuantFactory/Qwen2.5-Coder-7B-Instruct-GGUF,quantized,QuantFactory,unknown
unsloth/Qwen2.5-Coder-32B-bnb-4bit,quantized,unsloth,qwen2
tensorblock/metharme-7b-GGUF,quantized,tensorblock,unknown
ilsp/Llama-Krikri-8B-Base,base,ilsp,llama
cjvt/GaMS-9B-Instruct,finetuned,cjvt,gemma2
bunnycore/Phi-4-RR-Shoup,base,bunnycore,unknown
mradermacher/GrayLine-Qwen3-14B-GGUF,quantized,mradermacher,unknown
bartowski/sarvamai_sarvam-m-GGUF,quantized,bartowski,unknown
Mungert/Phi-4-reasoning-GGUF,quantized,Mungert,unknown
backyardai/magnum-v4-72b-GGUF,quantized,backyardai,unknown
unsloth/Mistral-Small-24B-Base-2501-bnb-4bit,quantized,unsloth,mistral
meta-llama/Llama-3.3-70B-Instruct,finetuned,meta-llama,llama
Casual-Autopsy/L3-Super-Nova-RP-8B,base,Casual-Autopsy,unknown
mlx-community/Devstral-Small-2505-6bit,quantized,mlx-community,mistral
AI-Sweden-Models/gpt-sw3-126m-instruct,finetuned,AI-Sweden-Models,gpt2
DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,base,DavidAU,unknown
eaddario/Qwen3-30B-A3B-GGUF,quantized,eaddario,unknown
QuantFactory/Qwen2-7B-Instruct-deccp-GGUF,quantized,QuantFactory,unknown
TheBloke/Capybara-Tess-Yi-34B-200K-DARE-Ties-GGUF,quantized,TheBloke,yi
OpenPipe/Deductive-Reasoning-Qwen-32B,base,OpenPipe,unknown
Qwen/Qwen2.5-7B-Instruct,finetuned,Qwen,qwen2
anthracite-org/magnum-v4-22b,base,anthracite-org,unknown
aisingapore/Gemma-SEA-LION-v3-9B,finetuned,aisingapore,gemma2
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,finetuned,CarrotAI,llama
NovaSky-AI/Sky-T1-32B-Preview,finetuned,NovaSky-AI,qwen2
unsloth/DeepSeek-R1-Distill-Qwen-32B-unsloth-bnb-4bit,quantized,unsloth,qwen2
TIGER-Lab/Qwen2.5-32B-Instruct-CFT,base,TIGER-Lab,unknown
Iker/Llama-3-Instruct-Neurona-8b,finetuned,Iker,llama
albertfares/DPO_MCQA_model_3_03_07_08,finetuned,albertfares,qwen3
liyuesen/druggpt,base,liyuesen,unknown
unsloth/Phi-4-reasoning-plus-bnb-4bit,quantized,unsloth,phi3
calcuis/phi4,quantized,calcuis,unknown
bartowski/OpenPipe_Deductive-Reasoning-Qwen-32B-GGUF,quantized,bartowski,unknown
eaddario/Dolphin3.0-Mistral-24B-GGUF,quantized,eaddario,unknown
OpenAssistant/llama2-13b-orca-8k-3319,base,OpenAssistant,llama
lmstudio-community/Meta-Llama-3-8B-Instruct-GGUF,quantized,lmstudio-community,unknown
inceptionai/jais-family-13b-chat,finetuned,inceptionai,jais
DavidAU/Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B-gguf,quantized,DavidAU,unknown
DavidAU/Gemma-The-Writer-9B-GGUF,quantized,DavidAU,unknown
mradermacher/RTT-NLP-125M-i1-GGUF,quantized,mradermacher,unknown
Qwen/Qwen2-0.5B,base,Qwen,qwen2
all-hands/openhands-lm-32b-v0.1,finetuned,all-hands,qwen2
mlx-community/DeepScaleR-1.5B-6.5bit,quantized,mlx-community,qwen2
mradermacher/mistral-7b-uncensored-GGUF,quantized,mradermacher,unknown
OpenAssistant/llama2-70b-oasst-sft-v10,base,OpenAssistant,llama
lmstudio-community/GLM-Z1-9B-0414-GGUF,quantized,lmstudio-community,unknown
mradermacher/mistral-7b-uncensored-i1-GGUF,quantized,mradermacher,unknown
DavidAU/DeepSeek-R1-Distill-Llama-3.1-16.5B-Brainstorm-gguf,merged,DavidAU,unknown
RedHatAI/phi-4-FP8-dynamic,quantized,RedHatAI,phi3
second-state/Llama-3-8B-Japanese-Instruct-GGUF,quantized,second-state,unknown
aisingapore/Llama-SEA-LION-v3.5-8B-R,finetuned,aisingapore,llama
NousResearch/Hermes-2-Pro-Llama-3-8B,finetuned,NousResearch,llama
luvGPT/luvai-phi3,base,luvGPT,phi3
unsloth/Qwen2.5-Coder-0.5B-Instruct,finetuned,unsloth,qwen2
Saxo/Linkbricks-Horizon-AI-Korean-Pro-22B,finetuned,Saxo,mistral
AI-MO/Kimina-Prover-Preview-Distill-7B,finetuned,AI-MO,qwen2
bartowski/Llama-3.1_OpenScholar-8B-GGUF,quantized,bartowski,unknown
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,quantized,unsloth,llama
TinyLlama/TinyLlama-1.1B-Chat-v0.3,base,TinyLlama,llama
PJMixers-Dev/Granite-3.1-Earthen-v0.3-3B-A800M-GGUF,quantized,PJMixers-Dev,unknown
bartowski/Hathor_Tahsin-L3-8B-v0.9-GGUF,quantized,bartowski,unknown
agg-shambhavi/MimicLlama-3.1-8B-DPO,finetuned,agg-shambhavi,llama
NovusResearch/Thestral-0.1-tr-chat-7B,finetuned,NovusResearch,mistral
allenai/tulu-2-dpo-70b,finetuned,allenai,llama
arcee-ai/Virtuoso-Medium-v2,base,arcee-ai,unknown
mlx-community/meta-llama-Llama-4-Scout-17B-16E-fp16,finetuned,mlx-community,llama4
deepseek-ai/DeepSeek-V3,base,deepseek-ai,unknown
TheBloke/Llama-2-70B-GPTQ,quantized,TheBloke,llama
QuantFactory/Llama-SmolTalk-3.2-1B-Instruct-GGUF,quantized,QuantFactory,unknown
bartowski/Qwen2.5-Coder-1.5B-Instruct-abliterated-GGUF,quantized,bartowski,unknown
hathibelagal/llama-3.2-latin,finetuned,hathibelagal,llama
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,quantized,RedHatAI,qwen2
Qwen/Qwen2.5-1.5B-Instruct-GGUF,quantized,Qwen,unknown
deepseek-ai/deepseek-math-7b-base,base,deepseek-ai,unknown
shariar076/Llama-3.1-8B-Instruct-DPO-100R0L-PoliTune,finetuned,shariar076,llama
TheBloke/Rose-20B-GGUF,quantized,TheBloke,llama
SanjiWatsuki/Silicon-Maid-7B,base,SanjiWatsuki,mistral
bartowski/Qwen2.5-Coder-7B-Instruct-abliterated-GGUF,quantized,bartowski,unknown
TheBloke/Nous-Hermes-2-Mixtral-8x7B-DPO-GPTQ,quantized,TheBloke,mixtral
unsloth/Phi-4-mini-reasoning-unsloth-bnb-4bit,quantized,unsloth,phi3
rombodawg/Rombos-Coder-V2.5-Qwen-14b,base,rombodawg,unknown
Mungert/ZR1-1.5B-GGUF,quantized,Mungert,unknown
cognitivecomputations/dolphin-2.9.1-mixtral-1x22b,finetuned,cognitivecomputations,mixtral
CISCai/Qwen2.5-Coder-32B-Instruct-SOTA-GGUF,quantized,CISCai,unknown
TheDrummer/Fallen-Gemma3-4B-v1,base,TheDrummer,unknown
FreedomIntelligence/HuatuoGPT-o1-70B,finetuned,FreedomIntelligence,unknown
qwp4w3hyb/Meta-Llama-3.1-70B-Instruct-iMat-GGUF,quantized,qwp4w3hyb,unknown
Qwen/Qwen2.5-0.5B-Instruct-GPTQ-Int4,quantized,Qwen,qwen2
bartowski/dreamgen_lucid-v1-nemo-GGUF,quantized,bartowski,unknown
RedHatAI/Llama-2-7b-gsm8k,finetuned,RedHatAI,llama
meta-llama/Meta-Llama-3-70B,base,meta-llama,llama
HuggingFaceTB/SmolLM-135M,base,HuggingFaceTB,llama
TheBloke/Speechless-Llama2-Hermes-Orca-Platypus-WizardLM-13B-GGUF,quantized,TheBloke,llama
qilowoq/Vikhr-Nemo-12B-Instruct-R-21-09-24-4Bit-GPTQ,quantized,qilowoq,mistral
uukuguy/speechless-codellama-orca-airoboros-13b-0.10e,base,uukuguy,unknown
bartowski/microsoft_Phi-4-reasoning-plus-GGUF,quantized,bartowski,unknown
LeroyDyer/SpydazWeb_AI_ImageText_Text_Project,base,LeroyDyer,unknown
hathibelagal/samastam-it-v1,finetuned,hathibelagal,llama
openaccess-ai-collective/manticore-13b-chat-pyg,base,openaccess-ai-collective,llama
unsloth/Meta-Llama-3.1-70B-Instruct-bnb-4bit,quantized,unsloth,llama
dnotitia/Llama-DNA-1.0-8B-Instruct,finetuned,dnotitia,llama
aaditya/Llama3-OpenBioLLM-70B,finetuned,aaditya,llama
bartowski/Falcon3-10B-Instruct-abliterated-GGUF,quantized,bartowski,unknown
TheBloke/medicine-LLM-GGUF,quantized,TheBloke,llama
DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B,base,DavidAU,unknown
legraphista/codegeex4-all-9b-IMat-GGUF,quantized,legraphista,unknown
meditsolutions/Llama-3.2-SUN-2.5B-chat,finetuned,meditsolutions,llama
soob3123/amoral-gemma3-27B-v2,finetuned,soob3123,gemma3
stelterlab/openhands-lm-32b-v0.1-AWQ,quantized,stelterlab,qwen2
AdaptLLM/medicine-LLM,base,AdaptLLM,unknown
TheBloke/sqlcoder-GGUF,quantized,TheBloke,starcoder
Bifrost-AI/Phi-4-bifrost-sol-3.8B,base,Bifrost-AI,unknown
TheBloke/Rogue-Rose-103b-v0.2-AWQ,quantized,TheBloke,llama
0xroyce/Plutus-Meta-Llama-3.1-8B-Instruct-bnb-4bit,quantized,0xroyce,llama
bartowski/soob3123_Veritas-12B-GGUF,quantized,bartowski,unknown
Mungert/Qwen2.5-7B-Instruct-1M-GGUF,quantized,Mungert,unknown
Qwen/Qwen2.5-Coder-14B,finetuned,Qwen,qwen2
RedHatAI/Llama-3.1-8B-Instruct,finetuned,RedHatAI,llama
Mungert/Llama-3.1-Nemotron-70B-Instruct-HF-GGUF,quantized,Mungert,unknown
rasa/cmd_gen_codellama_13b_calm_demo,finetuned,rasa,llama
PKU-DS-LAB/FairyR1-14B-Preview,finetuned,PKU-DS-LAB,qwen2
bartowski/Gemma-2-9B-It-SPPO-Iter3-GGUF,quantized,bartowski,unknown
legraphista/aya-23-8B-IMat-GGUF,quantized,legraphista,unknown
EQUES/JPharmatron-7B-base,base,EQUES,unknown
unsloth/SmolLM-135M-Instruct-bnb-4bit,quantized,unsloth,llama
TheBloke/openbuddy-mistral-7B-v13.1-GGUF,quantized,TheBloke,mistral
QuantFactory/Qwen2.5-Coder-1.5B-Instruct-GGUF,quantized,QuantFactory,unknown
unsloth/Qwen2.5-Math-1.5B-bnb-4bit,quantized,unsloth,qwen2
Epiculous/Violet_Twilight-v0.2,base,Epiculous,unknown
DavidAU/L3.1-Dark-Reasoning-Jamet-8B-MK.I-Hermes-R1-Uncensored-8B,base,DavidAU,unknown
anakin87/gemma-2-2b-neogenesis-ita,finetuned,anakin87,gemma2
ethicalabs/Kurtis-E1.1-Qwen3-4B,base,ethicalabs,unknown
cognitivecomputations/DeepSeek-V3-0324-AWQ,quantized,cognitivecomputations,deepseek_v3
huihui-ai/Qwen2.5-32B-Instruct-abliterated,base,huihui-ai,unknown
sometimesanotion/Qwenvergence-14B-v9,base,sometimesanotion,unknown
bartowski/NightWing3-10B-v0.1-GGUF,quantized,bartowski,unknown
brittlewis12/Phi-3-mini-4k-instruct-GGUF,quantized,brittlewis12,unknown
Qwen/Qwen1.5-0.5B-Chat,base,Qwen,qwen2
HuggingFaceTB/SmolLM-1.7B,base,HuggingFaceTB,llama
cognitivecomputations/Dolphin3.0-Llama3.2-1B,base,cognitivecomputations,unknown
ilsp/Llama-Krikri-8B-Instruct-GGUF,quantized,ilsp,unknown
Doctor-Shotgun/L3.3-70B-Magnum-v5-SFT-Alpha,base,Doctor-Shotgun,unknown
teddylee777/ghost-8b-beta-1608-gguf,quantized,teddylee777,llama
meta-llama/Llama-3.2-3B-Instruct-QLORA_INT4_EO8,finetuned,meta-llama,llama
allenai/OLMo-2-0425-1B,base,allenai,olmo2
Felladrin/Pythia-31M-Chat-v1,finetuned,Felladrin,gpt_neox
RedHatAI/Qwen2.5-7B-quantized.w8a8,quantized,RedHatAI,qwen2
kaitchup/QwQ-32B-AWQ-4bit,quantized,kaitchup,qwen2
SanctumAI/Llama-3.2-3B-Instruct-GGUF,quantized,SanctumAI,llama
unsloth/DeepSeek-R1-0528,quantized,unsloth,deepseek_v3
xdrshjr/llama3.2_1b_uncensored_5000_8epoch_lora,base,xdrshjr,unknown
DavidAU/MN-Dark-Planet-TITAN-12B,base,DavidAU,unknown
shisa-ai/shisa-v2-llama3.1-405b,finetuned,shisa-ai,llama
google/medgemma-4b-it,base,google,unknown
bartowski/Qwen2.5-32b-RP-Ink-GGUF,quantized,bartowski,unknown
ABDALLALSWAITI/llm_3_2_flux_prompt,quantized,ABDALLALSWAITI,llama
TheBloke/OpenAssistant-Llama2-13B-Orca-8K-3319-GGUF,quantized,TheBloke,llama
Qwen/Qwen-72B-Chat,finetuned,Qwen,qwen
DavidAU/Gemma-3-Nine-Rings-of-Power-Fiction-Horror-4b-it-GGUF,quantized,DavidAU,unknown
bartowski/c4ai-command-r-plus-08-2024-GGUF,quantized,bartowski,unknown
lmms-lab/Aero-1-Audio,finetuned,lmms-lab,aero
meta-llama/Llama-4-Scout-17B-16E,base,meta-llama,unknown
bartowski/Qwen2.5-Coder-32B-GGUF,quantized,bartowski,unknown
unsloth/Meta-Llama-3.1-70B-Instruct,quantized,unsloth,llama
mradermacher/Qwen3-Bifrost-SOL-4B-i1-GGUF,quantized,mradermacher,unknown
QuantFactory/internistai-base-7b-v0.2-GGUF,quantized,QuantFactory,unknown
atharvanighot/Tinyllama-Hindi,base,atharvanighot,unknown
chohtet/Mistral-Small-Instruct-2409-H3-VLLM,finetuned,chohtet,mistral
NousResearch/DeepHermes-3-Llama-3-8B-Preview,finetuned,NousResearch,llama
bartowski/soob3123_amoral-gemma3-4B-GGUF,quantized,bartowski,unknown
OpenVINO/mistral-7b-instruct-v0.1-int8-ov,quantized,OpenVINO,mistral
legraphista/Hermes-3-Llama-3.1-70B-IMat-GGUF,quantized,legraphista,unknown
second-state/Qwen1.5-1.8B-Chat-GGUF,quantized,second-state,qwen2
uukuguy/speechless-codellama-34b-v2.0,base,uukuguy,unknown
BarraHome/Mistroll-7B-v2.2,quantized,BarraHome,mistral
NexaAIDev/Octopus-v2,finetuned,NexaAIDev,gemma
rombodawg/Rombos-Coder-V2.5-Qwen-32b,base,rombodawg,unknown
ValueFX9507/Tifa-DeepsexV2-7b-MGRPO-GGUF-F16,base,ValueFX9507,unknown
ab-ai/PII-Model-Phi3-Mini,finetuned,ab-ai,phi3
Steelskull/L3.3-Electra-R1-70b,base,Steelskull,unknown
mlx-community/phi-4-4bit,quantized,mlx-community,phi3
Qwen/Qwen2-7B-Instruct-GPTQ-Int4,quantized,Qwen,qwen2
bartowski/OpenPipe_Deductive-Reasoning-Qwen-14B-GGUF,quantized,bartowski,unknown
MaziyarPanahi/calme-2.1-qwen2-7b,finetuned,MaziyarPanahi,qwen2
google/txgemma-9b-chat,base,google,gemma2
unsloth/DeepScaleR-1.5B-Preview,finetuned,unsloth,qwen2
mlx-community/plamo-2-translate,quantized,mlx-community,plamo2
bartowski/katanemo_Arch-Function-Chat-1.5B-GGUF,quantized,bartowski,unknown
jartine/phi-2-llamafile,finetuned,jartine,phi-msft
DavidAU/Reka-Flash-3-21B-Reasoning-Uncensored-MAX-NEO-Imatrix-GGUF,quantized,DavidAU,unknown
LatitudeGames/Muse-12B,finetuned,LatitudeGames,mistral
unsloth/Phi-4-reasoning-GGUF,quantized,unsloth,phi3
DavidAU/Gemma-3-4b-it-Uncensored-DBL-X,base,DavidAU,unknown
bartowski/OrcaAgent-llama3.2-8b-GGUF,quantized,bartowski,unknown
Qwen/Qwen2-0.5B-Instruct-GPTQ-Int4,quantized,Qwen,qwen2
lmstudio-community/GLM-4-9B-0414-GGUF,quantized,lmstudio-community,unknown
RedHatAI/SmolLM-1.7B-Instruct-quantized.w8a16,quantized,RedHatAI,llama
mjm4dl/data_caption_price128_e2_cosine_sched,finetuned,mjm4dl,gemma2
cognitivecomputations/dolphin-2.2.1-mistral-7b,finetuned,cognitivecomputations,mistral
ReadyArt/The-Omega-Directive-L-70B-v1.0,finetuned,ReadyArt,llama
second-state/Mistral-Nemo-Instruct-2407-GGUF,quantized,second-state,mistral
bartowski/Tesslate_Tessa-T1-32B-GGUF,quantized,bartowski,unknown
unsloth/Llama-3.2-3B-Instruct-bnb-4bit,quantized,unsloth,llama
TheBloke/orca_mini_v3_7B-GPTQ,quantized,TheBloke,llama
bartowski/WhiteRabbitNeo-2.5-Qwen-2.5-Coder-7B-GGUF,quantized,bartowski,unknown
DavidAU/Llama3.1-MOE-4X8B-Gated-IQ-Multi-Tier-Deep-Reasoning-32B,base,DavidAU,unknown
deepcogito/cogito-v1-preview-qwen-14B,base,deepcogito,unknown
afrideva/TinyMistral-248M-GGUF,quantized,afrideva,unknown
bartowski/nvidia_OpenCodeReasoning-Nemotron-7B-GGUF,quantized,bartowski,unknown
second-state/Qwen2.5-3B-Instruct-GGUF,quantized,second-state,qwen2
bartowski/UNIVA-Bllossom_DeepSeek-llama3.3-Bllossom-70B-GGUF,quantized,bartowski,unknown
OpenBuddy/openbuddy-qwen2.5llamaify-7b-v23.1-200k,finetuned,OpenBuddy,llama
THUDM/codegeex4-all-9b,base,THUDM,chatglm
unsloth/tinyllama-bnb-4bit,base,unsloth,llama
hugging-quants/Meta-Llama-3.1-8B-Instruct-BNB-NF4,quantized,hugging-quants,llama
unsloth/Mistral-Small-Instruct-2409-bnb-4bit,base,unsloth,unknown
bartowski/LGAI-EXAONE_EXAONE-Deep-7.8B-GGUF,quantized,bartowski,unknown
sail/Sailor2-8B-Chat,finetuned,sail,qwen2
unsloth/phi-4-GGUF,quantized,unsloth,unknown
afrideva/bloom-560m-GGUF,quantized,afrideva,unknown
unsloth/SmolLM-1.7B-Instruct,finetuned,unsloth,llama
Epiculous/Violet_Twilight-v0.1,base,Epiculous,unknown
legraphista/Palmyra-Fin-70B-32K-IMat-GGUF,quantized,legraphista,unknown
MarsupialAI/Big-Tiger-Gemma-27B-v1_iMatrix_GGUF,quantized,MarsupialAI,unknown
AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct,finetuned,AI-Sweden-Models,gpt2
CausalLM/7B,base,CausalLM,llama
QuantFactory/instruction-synthesizer-GGUF,quantized,QuantFactory,unknown
unsloth/DeepSeek-V3-0324-GGUF-UD,quantized,unsloth,deepseek_v3
TheBloke/phi-2-GPTQ,quantized,TheBloke,phi-msft
Intel/neural-chat-7b-v3-1,finetuned,Intel,mistral
Nitral-AI/Captain-Eris_Violet-V0.420-12B,merged,Nitral-AI,mistral
Mawdistical/Squelching-Fantasies-70B-Regent,finetuned,Mawdistical,llama
huihui-ai/Falcon3-7B-Instruct-abliterated,base,huihui-ai,unknown
unsloth/Hermes-3-Llama-3.1-70B-bnb-4bit,quantized,unsloth,llama
google/gemma-2b,base,google,unknown
gaianet/Qwen2-0.5B-Instruct-GGUF,quantized,gaianet,qwen2
NightForger/saiga_nemo_12b-GPTQ,quantized,NightForger,mistral
harborwater/open-llama-3b-v2-wizard-evol-instuct-v2-196k,base,harborwater,llama
RedHatAI/Llama-3.2-3B-Instruct-quantized.w8a8,quantized,RedHatAI,llama
ggml-org/Qwen2.5-Coder-3B-Q8_0-GGUF,quantized,ggml-org,unknown
bartowski/Crimson_Dawn-v0.2-GGUF,quantized,bartowski,unknown
unsloth/gemma-2-9b-bnb-4bit,quantized,unsloth,gemma2
upstage/llama-30b-instruct-2048,base,upstage,llama
AdaptLLM/medicine-chat,base,AdaptLLM,llama
Nexesenex/Llama_3.2_1b_RandomLego_RP_R1_0.1,base,Nexesenex,unknown
Ihor/Text2Graph-R1-Qwen2.5-0.5b,finetuned,Ihor,qwen2
bartowski/luvGPT_phi3-uncensored-chat-GGUF,quantized,bartowski,unknown
bartowski/nvidia_Llama-3_3-Nemotron-Super-49B-v1-GGUF,quantized,bartowski,unknown
