source,target,edge
google/gemma-3-1b-pt,unsloth/gemma-3-1b-pt,finetuned
google/gemma-3-1b-pt,unsloth/gemma-3-1b-pt-bnb-4bit,quantized
google/gemma-3-1b-pt,gguf-org/gemma-3-1b-pt-gguf,quantized
epfl-llm/meditron-70b,TheBloke/meditron-70B-GPTQ,quantized
epfl-llm/meditron-70b,TheBloke/meditron-70B-GGUF,quantized
Nitral-AI/Hathor_Fractionate-L3-8B-v.05,bartowski/Hathor_Fractionate-L3-8B-v.05-GGUF,quantized
cognitivecomputations/Wizard-Vicuna-30B-Uncensored,TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ,quantized
Nitral-AI/Captain-Eris_Violet-GRPO-v0.420,bartowski/Nitral-AI_Captain-Eris_Violet-GRPO-v0.420-GGUF,quantized
mistralai/Devstral-Small-2505,lmstudio-community/Devstral-Small-2505-MLX-4bit,quantized
mistralai/Devstral-Small-2505,bartowski/mistralai_Devstral-Small-2505-GGUF,quantized
mistralai/Devstral-Small-2505,lmstudio-community/Devstral-Small-2505-MLX-6bit,quantized
mistralai/Devstral-Small-2505,mlx-community/Devstral-Small-2505-8bit,quantized
mistralai/Devstral-Small-2505,mlx-community/Devstral-Small-2505-bf16,finetuned
mistralai/Devstral-Small-2505,mlx-community/Devstral-Small-2505-3bit,quantized
mistralai/Devstral-Small-2505,mlx-community/Devstral-Small-2505-4bit,quantized
mistralai/Devstral-Small-2505,mlx-community/Devstral-Small-2505-6bit,quantized
prithivMLmods/Llama-Sentient-3.2-3B-Instruct,bartowski/Llama-Sentient-3.2-3B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Math-1.5B,Qwen/Qwen2.5-Math-1.5B-Instruct,finetuned
Qwen/Qwen2.5-Math-1.5B,nvidia/OpenMath-Nemotron-1.5B,finetuned
Qwen/Qwen2.5-Math-1.5B,unsloth/Qwen2.5-Math-1.5B,finetuned
Qwen/Qwen2.5-Math-1.5B,unsloth/Qwen2.5-Math-1.5B-bnb-4bit,quantized
Qwen/Qwen2.5-Math-1.5B,Mungert/OpenMath-Nemotron-1.5B-GGUF,quantized
Qwen/Qwen2.5-Math-1.5B,QuantFactory/Qwen2.5-Math-1.5B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Math-1.5B,mav23/Qwen2.5-Math-1.5B-Instruct-GGUF,quantized
allenai/OLMoE-1B-7B-0924-Instruct,bartowski/OLMoE-1B-7B-0924-Instruct-GGUF,quantized
allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-Instruct,finetuned
inceptionai/jais-family-13b,inceptionai/jais-family-13b-chat,finetuned
PJMixers-Dev/Granite-3.1-Earthen-v0.3-1B-A400M,PJMixers-Dev/Granite-3.1-Earthen-v0.3-1B-A400M-GGUF,quantized
cjvt/GaMS-27B,cjvt/GaMS-27B-Instruct,finetuned
openlm-research/open_llama_3b,mwitiderrick/open_llama_3b_code_instruct_0.1,finetuned
LeoLM/leo-hessianai-7b-chat,TheBloke/leo-hessianai-7B-chat-GGUF,quantized
anthracite-org/magnum-v3-34b,anthracite-org/magnum-v3-34b-gguf,quantized
google/gemma-3-12b-it-qat-q4_0-unquantized,soob3123/GrayLine-Gemma3-12B,finetuned
google/gemma-3-12b-it-qat-q4_0-unquantized,soob3123/amoral-gemma3-12B-v2-qat,finetuned
prithivMLmods/Triangulum-10B,bartowski/Triangulum-10B-GGUF,quantized
prithivMLmods/Triangulum-10B,prithivMLmods/Triangulum-10B-GGUF,quantized
Sakalti/SJT-0.5B,Sakalti/Qwen2.5-1B-Instruct,finetuned
instructlab/granite-3.0-8b-lab-community,bartowski/granite-3.0-8b-lab-community-GGUF,quantized
DavidAU/Gemma-The-Writer-N-Restless-Quill-V2-Enhanced32-10B-Uncensored,DavidAU/Gemma-The-Writer-N-Restless-Quill-V2-Enhanced32-10B-Uncensored-GGUF,quantized
meta-llama/Llama-3.2-1B-Instruct,unsloth/Llama-3.2-1B-Instruct-GGUF,quantized
meta-llama/Llama-3.2-1B-Instruct,unsloth/Llama-3.2-1B-Instruct,finetuned
meta-llama/Llama-3.2-1B-Instruct,unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit,quantized
meta-llama/Llama-3.2-1B-Instruct,RedHatAI/Llama-3.2-1B-Instruct-quantized.w8a8,quantized
meta-llama/Llama-3.2-1B-Instruct,hugging-quants/Llama-3.2-1B-Instruct-Q8_0-GGUF,quantized
meta-llama/Llama-3.2-1B-Instruct,bartowski/Llama-3.2-1B-Instruct-GGUF,quantized
meta-llama/Llama-3.2-1B-Instruct,unsloth/Llama-3.2-1B-Instruct-bnb-4bit,quantized
meta-llama/Llama-3.2-1B-Instruct,hugging-quants/Llama-3.2-1B-Instruct-Q4_K_M-GGUF,quantized
meta-llama/Llama-3.2-1B-Instruct,RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,quantized
meta-llama/Llama-3.2-1B-Instruct,lmstudio-community/Llama-3.2-1B-Instruct-GGUF,quantized
meta-llama/Llama-3.2-1B-Instruct,SanctumAI/Llama-3.2-1B-Instruct-GGUF,quantized
meta-llama/Llama-3.2-1B-Instruct,Vikhrmodels/Vikhr-Llama-3.2-1B-Instruct,finetuned
meta-llama/Llama-3.2-1B-Instruct,RedHatAI/Llama-3.2-1B-Instruct-FP8,quantized
meta-llama/Llama-3.2-1B-Instruct,prithivMLmods/Llama-SmolTalk-3.2-1B-Instruct,finetuned
meta-llama/Llama-3.2-1B-Instruct,phamhai/Llama-3.2-1B-Instruct-Frog,finetuned
meta-llama/Llama-3.2-1B-Instruct,second-state/Llama-3.2-1B-Instruct-GGUF,quantized
meta-llama/Llama-3.2-1B-Instruct,legraphista/Llama-3.2-1B-Instruct-IMat-GGUF,quantized
meta-llama/Llama-3.2-1B-Instruct,ModelCloud/Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v1,quantized
meta-llama/Llama-3.2-1B-Instruct,meditsolutions/Llama-3.2-SUN-2.5B-chat,finetuned
meta-llama/Llama-3.2-1B-Instruct,ModelCloud/Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v2.5,quantized
meta-llama/Llama-3.2-1B-Instruct,zake7749/Llama-3.2-1B-it-chinese-kyara,finetuned
meta-llama/Llama-3.2-1B-Instruct,base16/Llama-3.2-1B-Instruct-4bit,quantized
meta-llama/Llama-3.2-1B-Instruct,QuantFactory/Llama-SmolTalk-3.2-1B-Instruct-GGUF,quantized
Skywork/Skywork-OR1-32B-Preview,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
cognitivecomputations/dolphin-2.9.2-Phi-3-Medium,legraphista/dolphin-2.9.2-Phi-3-Medium-IMat-GGUF,quantized
JackFram/llama-68m,Felladrin/Llama-68M-Chat-v1,finetuned
JackFram/llama-68m,elvinmarkmv/llama-68m-alpaca-finetuned,finetuned
ruslanmv/granite-3.1-8b-Reasoning,mradermacher/granite-3.1-8b-Reasoning-i1-GGUF,quantized
tokyotech-llm/Swallow-13b-instruct-hf,TheBloke/Swallow-13B-Instruct-GGUF,quantized
Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct-GPTQ-Int4,quantized
Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct-AWQ,quantized
Qwen/Qwen2.5-14B-Instruct,bartowski/Qwen2.5-14B-Instruct-GGUF,quantized
Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct-GPTQ-Int8,quantized
Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct-GGUF,quantized
Qwen/Qwen2.5-14B-Instruct,v000000/Qwen2.5-Lumen-14B,finetuned
Qwen/Qwen2.5-14B-Instruct,lmstudio-community/Qwen2.5-14B-Instruct-GGUF,quantized
Qwen/Qwen2.5-14B-Instruct,dnotitia/Smoothie-Qwen2.5-14B-Instruct,finetuned
Qwen/Qwen2.5-14B-Instruct,nvidia/OpenCodeReasoning-Nemotron-14B,finetuned
Qwen/Qwen2.5-14B-Instruct,Mungert/OpenCodeReasoning-Nemotron-14B-GGUF,quantized
Qwen/Qwen2.5-14B-Instruct,clouditera/secgpt,finetuned
Qwen/Qwen2.5-14B-Instruct,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4,merged
Qwen/Qwen2.5-14B-Instruct,prithivMLmods/Deepthink-Reasoning-14B,finetuned
Qwen/Qwen2.5-14B-Instruct,second-state/Qwen2.5-14B-Instruct-GGUF,quantized
Qwen/Qwen2.5-14B-Instruct,legraphista/Qwen2.5-14B-Instruct-IMat-GGUF,quantized
agentlans/pythia-70m-wikipedia-paragraphs,mradermacher/pythia-70m-wikipedia-paragraphs-i1-GGUF,quantized
Bifrost-AI/Qwen3-Bifrost-SOL-4B,mradermacher/Qwen3-Bifrost-SOL-4B-i1-GGUF,quantized
ilsp/Llama-Krikri-8B-Base,ilsp/Llama-Krikri-8B-Instruct,finetuned
bunnycore/Phi-4-RR-Shoup,suayptalha/Luminis-phi-4,merged
meta-llama/Llama-3.3-70B-Instruct,kosbu/Llama-3.3-70B-Instruct-AWQ,quantized
meta-llama/Llama-3.3-70B-Instruct,RedHatAI/Llama-3.3-70B-Instruct-quantized.w8a8,quantized
meta-llama/Llama-3.3-70B-Instruct,bartowski/Llama-3.3-70B-Instruct-GGUF,quantized
meta-llama/Llama-3.3-70B-Instruct,unsloth/Llama-3.3-70B-Instruct-GGUF,quantized
meta-llama/Llama-3.3-70B-Instruct,unsloth/Llama-3.3-70B-Instruct-bnb-4bit,quantized
meta-llama/Llama-3.3-70B-Instruct,lmstudio-community/Llama-3.3-70B-Instruct-GGUF,quantized
meta-llama/Llama-3.3-70B-Instruct,unsloth/Llama-3.3-70B-Instruct,finetuned
meta-llama/Llama-3.3-70B-Instruct,ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,quantized
meta-llama/Llama-3.3-70B-Instruct,huihui-ai/Llama-3.3-70B-Instruct-abliterated,finetuned
meta-llama/Llama-3.3-70B-Instruct,mlx-community/Llama-3.3-70B-Instruct-4bit,quantized
meta-llama/Llama-3.3-70B-Instruct,NaniDAO/Llama-3.3-70B-Instruct-ablated,finetuned
meta-llama/Llama-3.3-70B-Instruct,Sao10K/Llama-3.3-70B-Vulpecula-r1,finetuned
meta-llama/Llama-3.3-70B-Instruct,billatsectorflow/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,quantized
meta-llama/Llama-3.3-70B-Instruct,mlx-community/Llama-3.3-70B-Instruct-8bit,quantized
meta-llama/Llama-3.3-70B-Instruct,shisa-ai/shisa-v2-llama3.3-70b,finetuned
meta-llama/Llama-3.3-70B-Instruct,root-signals/RootSignals-Judge-Llama-70B,quantized
meta-llama/Llama-3.3-70B-Instruct,bingoty/llama33-70B-4bit,quantized
meta-llama/Llama-3.3-70B-Instruct,Doctor-Shotgun/L3.3-70B-Magnum-v4-SE,finetuned
meta-llama/Llama-3.3-70B-Instruct,Doctor-Shotgun/L3.3-70B-Magnum-Nexus,merged
meta-llama/Llama-3.3-70B-Instruct,second-state/Llama-3.3-70B-Instruct-GGUF,quantized
meta-llama/Llama-3.3-70B-Instruct,LatitudeGames/Wayfarer-Large-70B-Llama-3.3,finetuned
meta-llama/Llama-3.3-70B-Instruct,sophosympatheia/Nova-Tempus-70B-v0.1,merged
meta-llama/Llama-3.3-70B-Instruct,SentientAGI/Dobby-Unhinged-Llama-3.3-70B,finetuned
meta-llama/Llama-3.3-70B-Instruct,allura-org/Bigger-Body-70b,finetuned
meta-llama/Llama-3.3-70B-Instruct,ReadyArt/The-Omega-Directive-L-70B-v1.0,finetuned
Casual-Autopsy/L3-Super-Nova-RP-8B,DavidAU/L3.1-MOE-6X8B-Dark-Reasoning-Dantes-Peak-Hermes-R1-Uncensored-36B,merged
DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B-gguf,quantized
OpenPipe/Deductive-Reasoning-Qwen-32B,bartowski/OpenPipe_Deductive-Reasoning-Qwen-32B-GGUF,quantized
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct-GPTQ-Int4,quantized
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct-GGUF,quantized
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct-AWQ,quantized
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct-GPTQ-Int8,quantized
Qwen/Qwen2.5-7B-Instruct,nvidia/OpenCodeReasoning-Nemotron-7B,finetuned
Qwen/Qwen2.5-7B-Instruct,bartowski/Qwen2.5-7B-Instruct-GGUF,quantized
Qwen/Qwen2.5-7B-Instruct,RedHatAI/Qwen2.5-7B-Instruct-quantized.w8a8,quantized
Qwen/Qwen2.5-7B-Instruct,OpenBuddy/openbuddy-qwen2.5llamaify-7b-v23.1-200k,finetuned
Qwen/Qwen2.5-7B-Instruct,Cran-May/T.E-8.1,finetuned
Qwen/Qwen2.5-7B-Instruct,bespokelabs/Bespoke-Stratos-7B,finetuned
Qwen/Qwen2.5-7B-Instruct,legraphista/Qwen2.5-7B-Instruct-IMat-GGUF,quantized
Qwen/Qwen2.5-7B-Instruct,FreedomIntelligence/HuatuoGPT-o1-7B,finetuned
Qwen/Qwen2.5-7B-Instruct,Mungert/OpenCodeReasoning-Nemotron-7B-GGUF,quantized
Qwen/Qwen2.5-7B-Instruct,RedHatAI/Qwen2.5-7B-Instruct-FP8-dynamic,quantized
Qwen/Qwen2.5-7B-Instruct,RedHatAI/Qwen2.5-7B-Instruct-quantized.w4a16,quantized
Qwen/Qwen2.5-7B-Instruct,elyza/ELYZA-Shortcut-1.0-Qwen-7B,finetuned
Qwen/Qwen2.5-7B-Instruct,dnotitia/Smoothie-Qwen2.5-7B-Instruct,finetuned
Qwen/Qwen2.5-7B-Instruct,suayptalha/Komodo-7B-Instruct,quantized
Qwen/Qwen2.5-7B-Instruct,second-state/Qwen2.5-7B-Instruct-GGUF,quantized
Qwen/Qwen2.5-7B-Instruct,prithivMLmods/Deepthink-Reasoning-7B,finetuned
Qwen/Qwen2.5-7B-Instruct,QuantFactory/Qwen2.5-7B-Instruct-Uncensored-GGUF,quantized
Qwen/Qwen2.5-7B-Instruct,lmstudio-community/Qwen2.5-7B-Instruct-GGUF,quantized
Qwen/Qwen2.5-7B-Instruct,mav23/Qwen2.5-7B-Instruct-Uncensored-GGUF,quantized
anthracite-org/magnum-v4-22b,bartowski/magnum-v4-22b-GGUF,quantized
aisingapore/Gemma-SEA-LION-v3-9B,aisingapore/Gemma-SEA-LION-v3-9B-IT,finetuned
NovaSky-AI/Sky-T1-32B-Preview,NovaSky-AI/Sky-T1-32B-Flash,finetuned
NovaSky-AI/Sky-T1-32B-Preview,bartowski/Sky-T1-32B-Preview-GGUF,quantized
TIGER-Lab/Qwen2.5-32B-Instruct-CFT,bartowski/TIGER-Lab_Qwen2.5-32B-Instruct-CFT-GGUF,quantized
liyuesen/druggpt,alimotahharynia/DrugGen,finetuned
OpenAssistant/llama2-13b-orca-8k-3319,TheBloke/OpenAssistant-Llama2-13B-Orca-8K-3319-GGUF,quantized
inceptionai/jais-family-13b-chat,samiazzam/jais-family-13b-chat-Q4_K_M-GGUF,quantized
Qwen/Qwen2-0.5B,Qwen/Qwen2-0.5B-Instruct,finetuned
Qwen/Qwen2-0.5B,QuantFactory/Qwen2-0.5B-GGUF,quantized
Qwen/Qwen2-0.5B,legraphista/Qwen2-0.5B-IMat-GGUF,quantized
all-hands/openhands-lm-32b-v0.1,bartowski/all-hands_openhands-lm-32b-v0.1-GGUF,quantized
all-hands/openhands-lm-32b-v0.1,stelterlab/openhands-lm-32b-v0.1-AWQ,quantized
OpenAssistant/llama2-70b-oasst-sft-v10,TheBloke/Llama2-70B-OASST-SFT-v10-GPTQ,quantized
OpenAssistant/llama2-70b-oasst-sft-v10,TheBloke/Llama2-70B-OASST-SFT-v10-GGUF,quantized
NousResearch/Hermes-2-Pro-Llama-3-8B,NousResearch/Hermes-2-Theta-Llama-3-8B,finetuned
NousResearch/Hermes-2-Pro-Llama-3-8B,second-state/Hermes-2-Pro-Llama-3-8B-GGUF,quantized
NousResearch/Hermes-2-Pro-Llama-3-8B,OpenPipe/Hermes-2-Theta-Llama-3-8B-32k,finetuned
NousResearch/Hermes-2-Pro-Llama-3-8B,bartowski/Hermes-2-Theta-Llama-3-8B-GGUF,quantized
luvGPT/luvai-phi3,bartowski/luvGPT_phi3-uncensored-chat-GGUF,quantized
TinyLlama/TinyLlama-1.1B-Chat-v0.3,TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,quantized
TinyLlama/TinyLlama-1.1B-Chat-v0.3,TheBloke/TinyLlama-1.1B-Chat-v0.3-AWQ,quantized
arcee-ai/Virtuoso-Medium-v2,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
deepseek-ai/DeepSeek-V3,cognitivecomputations/DeepSeek-V3-AWQ,quantized
deepseek-ai/DeepSeek-V3,unsloth/DeepSeek-V3-bf16,quantized
deepseek-ai/deepseek-math-7b-base,AI-MO/NuminaMath-7B-CoT,finetuned
deepseek-ai/deepseek-math-7b-base,purewhite42/rautoformalizer_nora_deepseek,finetuned
SanjiWatsuki/Silicon-Maid-7B,FallenMerick/Smart-Lemon-Cookie-7B,merged
SanjiWatsuki/Silicon-Maid-7B,TheBloke/Silicon-Maid-7B-GPTQ,quantized
rombodawg/Rombos-Coder-V2.5-Qwen-14b,bartowski/Rombos-Coder-V2.5-Qwen-14b-GGUF,quantized
cognitivecomputations/dolphin-2.9.1-mixtral-1x22b,legraphista/dolphin-2.9.1-mixtral-1x22b-IMat-GGUF,quantized
TheDrummer/Fallen-Gemma3-4B-v1,DavidAU/Fallen-Gemma-3-Nine-Rings-of-Power-4b-it-GGUF,quantized
FreedomIntelligence/HuatuoGPT-o1-70B,bartowski/HuatuoGPT-o1-70B-GGUF,quantized
meta-llama/Meta-Llama-3-70B,meta-llama/Meta-Llama-3-70B-Instruct,finetuned
meta-llama/Meta-Llama-3-70B,yentinglin/Llama-3-Taiwan-8B-Instruct,finetuned
meta-llama/Meta-Llama-3-70B,yentinglin/Llama-3-Taiwan-70B-Instruct,finetuned
meta-llama/Meta-Llama-3-70B,Bllossom/llama-3-Korean-Bllossom-70B,finetuned
meta-llama/Meta-Llama-3-70B,Groq/Llama-3-Groq-70B-Tool-Use,finetuned
HuggingFaceTB/SmolLM-135M,HuggingFaceTB/SmolLM-135M-Instruct,quantized
HuggingFaceTB/SmolLM-135M,unsloth/SmolLM-135M,finetuned
HuggingFaceTB/SmolLM-135M,unsloth/SmolLM-135M-bnb-4bit,quantized
uukuguy/speechless-codellama-orca-airoboros-13b-0.10e,tensorblock/uukuguy_speechless-codellama-orca-airoboros-13b-0.10e-GGUF,quantized
LeroyDyer/SpydazWeb_AI_ImageText_Text_Project,LeroyDyer/Mixtral_AI_llava_4bit,quantized
openaccess-ai-collective/manticore-13b-chat-pyg,TheBloke/manticore-13b-chat-pyg-GGUF,quantized
aaditya/Llama3-OpenBioLLM-70B,Black-Ink-Guild/Pernicious_Prophecy_70B,merged
DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B,DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B-GGUF,quantized
soob3123/amoral-gemma3-27B-v2,soob3123/amoral-gemma3-27B-v2-gguf,quantized
AdaptLLM/medicine-LLM,TheBloke/medicine-LLM-GGUF,quantized
Bifrost-AI/Phi-4-bifrost-sol-3.8B,Bifrost-AI/Phi-4-bifrost-sol-3.8B-gguf,quantized
Bifrost-AI/Phi-4-bifrost-sol-3.8B,mradermacher/Phi-4-bifrost-sol-3.8B-i1-GGUF,quantized
Qwen/Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,finetuned
Qwen/Qwen2.5-Coder-14B,bartowski/Qwen2.5-Coder-14B-GGUF,quantized
Qwen/Qwen2.5-Coder-14B,unsloth/Qwen2.5-Coder-14B-bnb-4bit,quantized
Qwen/Qwen2.5-Coder-14B,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4,merged
Qwen/Qwen2.5-Coder-14B,ggml-org/Qwen2.5-Coder-14B-Q8_0-GGUF,quantized
PKU-DS-LAB/FairyR1-14B-Preview,bartowski/PKU-DS-LAB_FairyR1-14B-Preview-GGUF,quantized
EQUES/JPharmatron-7B-base,EQUES/JPharmatron-7B,finetuned
Epiculous/Violet_Twilight-v0.2,Nitral-AI/Captain-Eris_Violet-V0.420-12B,merged
Epiculous/Violet_Twilight-v0.2,FallenMerick/MN-Violet-Lotus-12B,merged
DavidAU/L3.1-Dark-Reasoning-Jamet-8B-MK.I-Hermes-R1-Uncensored-8B,Triangle104/L3.1-Dark-Reasoning-Jamet-8B-MK.I-Hermes-R1-Uncensored-8B-Q6_K-GGUF,quantized
ethicalabs/Kurtis-E1.1-Qwen3-4B,ethicalabs/Kurtis-E1.1-Qwen3-4B-GGUF,quantized
huihui-ai/Qwen2.5-32B-Instruct-abliterated,huihui-ai/Qwen2.5-32B-Instruct-abliterated-SFT,finetuned
sometimesanotion/Qwenvergence-14B-v9,sometimesanotion/Lamarck-14B-v0.7,merged
Qwen/Qwen1.5-0.5B-Chat,second-state/Qwen1.5-0.5B-Chat-GGUF,quantized
HuggingFaceTB/SmolLM-1.7B,HuggingFaceTB/SmolLM-1.7B-Instruct,quantized
HuggingFaceTB/SmolLM-1.7B,unsloth/SmolLM-1.7B,finetuned
HuggingFaceTB/SmolLM-1.7B,unsloth/SmolLM-1.7B-bnb-4bit,quantized
cognitivecomputations/Dolphin3.0-Llama3.2-1B,bartowski/Dolphin3.0-Llama3.2-1B-GGUF,quantized
Doctor-Shotgun/L3.3-70B-Magnum-v5-SFT-Alpha,Doctor-Shotgun/L3.3-70B-Magnum-Nexus,merged
Doctor-Shotgun/L3.3-70B-Magnum-v5-SFT-Alpha,Doctor-Shotgun/L3.3-70B-Magnum-v5-SFT-Alpha-GGUF,quantized
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,finetuned
xdrshjr/llama3.2_1b_uncensored_5000_8epoch_lora,Novaciano/SEX_ROLEPLAY-3.2-1B,merged
xdrshjr/llama3.2_1b_uncensored_5000_8epoch_lora,Novaciano/SEX_ROLEPLAY-3.2-1B-Q4_K_M-GGUF,merged
DavidAU/MN-Dark-Planet-TITAN-12B,DavidAU/MN-Dark-Planet-TITAN-12B-GGUF,quantized
google/medgemma-4b-it,drwlf/medgemma-4b-it-abliterated,adapter
meta-llama/Llama-4-Scout-17B-16E,mlx-community/meta-llama-Llama-4-Scout-17B-16E-4bit,quantized
meta-llama/Llama-4-Scout-17B-16E,mlx-community/meta-llama-Llama-4-Scout-17B-16E-fp16,finetuned
meta-llama/Llama-4-Scout-17B-16E,mlx-community/meta-llama-Llama-4-Scout-17B-16E-bf16,finetuned
atharvanighot/Tinyllama-Hindi,atharvanighot/Hindi-Llama-1,finetuned
NousResearch/DeepHermes-3-Llama-3-8B-Preview,DavidAU/L3.1-MOE-6X8B-Dark-Reasoning-Dantes-Peak-Hermes-R1-Uncensored-36B,merged
NousResearch/DeepHermes-3-Llama-3-8B-Preview,bartowski/NousResearch_DeepHermes-3-Llama-3-8B-Preview-GGUF,quantized
NousResearch/DeepHermes-3-Llama-3-8B-Preview,second-state/DeepHermes-3-Llama-3-8B-Preview-GGUF,quantized
uukuguy/speechless-codellama-34b-v2.0,TheBloke/speechless-codellama-34b-v2.0-GGUF,quantized
rombodawg/Rombos-Coder-V2.5-Qwen-32b,bartowski/Rombos-Coder-V2.5-Qwen-32b-GGUF,quantized
ValueFX9507/Tifa-DeepsexV2-7b-MGRPO-GGUF-F16,Misaka27260/Tifa-DeepsexV2-7b-NoCot-0325-GGUF,quantized
Steelskull/L3.3-Electra-R1-70b,sophosympatheia/Electranova-70B-v1.0,merged
Steelskull/L3.3-Electra-R1-70b,MikeRoz/sophosympatheia_Electranova-70B-v1.0-8.0bpw-h8-exl2,merged
google/txgemma-9b-chat,bartowski/google_txgemma-9b-chat-GGUF,quantized
DavidAU/Gemma-3-4b-it-Uncensored-DBL-X,DavidAU/Gemma-3-it-4B-Uncensored-DBL-X-GGUF,quantized
DavidAU/Gemma-3-4b-it-Uncensored-DBL-X,DavidAU/Gemma-3-4b-it-MAX-HORROR-Uncensored-DBL-X-Imatrix-GGUF,quantized
cognitivecomputations/dolphin-2.2.1-mistral-7b,TheBloke/dolphin-2.2.1-mistral-7B-AWQ,quantized
DavidAU/Llama3.1-MOE-4X8B-Gated-IQ-Multi-Tier-Deep-Reasoning-32B,DavidAU/Llama3.1-MOE-4X8B-Gated-IQ-Multi-Tier-Deep-Reasoning-32B-GGUF,quantized
deepcogito/cogito-v1-preview-qwen-14B,soob3123/amoral-cogito-14b,finetuned
THUDM/codegeex4-all-9b,legraphista/codegeex4-all-9b-IMat-GGUF,quantized
unsloth/tinyllama-bnb-4bit,bilalRahib/TinyLLama-NSFW-Chatbot,finetuned
unsloth/Mistral-Small-Instruct-2409-bnb-4bit,chohtet/Mistral-Small-Instruct-2409-H3-VLLM,finetuned
sail/Sailor2-8B-Chat,bartowski/Sailor2-8B-Chat-GGUF,quantized
Epiculous/Violet_Twilight-v0.1,bartowski/Violet_Twilight-v0.1-GGUF,quantized
AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct,AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct-4bit-gptq,quantized
CausalLM/7B,TheBloke/CausalLM-7B-GGUF,quantized
Mawdistical/Squelching-Fantasies-70B-Regent,Mawdistical/Squelching-Fantasies-70B-Regent-GGUF,quantized
huihui-ai/Falcon3-7B-Instruct-abliterated,bartowski/Falcon3-7B-Instruct-abliterated-GGUF,quantized
google/gemma-2b,NexaAIDev/Octopus-v2-gguf-awq,quantized
google/gemma-2b,NexaAIDev/Octopus-v2,finetuned
google/gemma-2b,Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,finetuned
google/gemma-2b,brittlewis12/gemma-2b-GGUF,quantized
harborwater/open-llama-3b-v2-wizard-evol-instuct-v2-196k,TheBloke/open-llama-3b-v2-wizard-evol-instuct-v2-196k-GPTQ,quantized
upstage/llama-30b-instruct-2048,TheBloke/upstage-llama-30b-instruct-2048-AWQ,quantized
upstage/llama-30b-instruct-2048,TheBloke/upstage-llama-30b-instruct-2048-GGUF,quantized
AdaptLLM/medicine-chat,TheBloke/medicine-chat-GGUF,quantized
Nexesenex/Llama_3.2_1b_RandomLego_RP_R1_0.1,Novaciano/SEX_ROLEPLAY-3.2-1B,merged
Nexesenex/Llama_3.2_1b_RandomLego_RP_R1_0.1,Novaciano/SEX_ROLEPLAY-3.2-1B-Q4_K_M-GGUF,merged
inceptionai/jais-family-590m,inceptionai/jais-family-590m-chat,finetuned
cognitivecomputations/Wizard-Vicuna-7B-Uncensored,TheBloke/Wizard-Vicuna-7B-Uncensored-GPTQ,quantized
sometimesanotion/Lamarck-14B-v0.3,sometimesanotion/Lamarck-14B-v0.7,merged
meta-llama/Llama-3.2-11B-Vision-Instruct,RedHatAI/Llama-3.2-11B-Vision-Instruct-FP8-dynamic,quantized
Gryphe/Pantheon-RP-1.6.1-12b-Nemo,bartowski/Pantheon-RP-1.6.1-12b-Nemo-GGUF,quantized
tokyotech-llm/Swallow-7b-hf,TheBloke/Swallow-7B-GGUF,quantized
ruliad/deepthought-8b-llama-v0.01-alpha,bartowski/deepthought-8b-llama-v0.01-alpha-GGUF,quantized
